Award ID,category,env_subtype,Recipient Name,Award Amount,Start Date,CFDA Number,Description
99T85901,ENV,ENV_NOHEALTH,STATE OF CALIFORNIA WATER RESOURCES CONTROL BOARD,900000.0,2019-07-01,66.804,"THIS AGREEMENT PROVIDES ASSISTANCE TO THE STATE OF CALIFORNIA'S UNDERGROUND STORAGE TANK (UST) PROGRAM IN LEAK DETECTION, PREVENTION AND RELATED ENFORCEMENT.  THE OBJECTIVES OF THIS PROGRAM INCLUDE: (1) ENCOURAGING OWNERS AND OPERATORS TO PROPERLY OPERATE AND MAINTAIN THEIR UNDERGROUND STORAGE TANKS; (2) ENSURING OWNERS AND OPERATORS MONITOR UNDERGROUND STORAGE TANKS IN ACCORDANCE WITH THE REGULATIONS; AND (3) DEVELOPING THE STATE PROGRAM TO OPERATE IN LIEU OF THE FEDERAL PROGRAM.  THESE OBJECTIVES PROTECT THE ENVIRONMENT BY PREVENTING PETROLEUM AND HAZARDOUS SUBSTANCE RELEASES.  THIS AWARD ACTION PROVIDES $180,000 IN PARTIAL FEDERAL FUNDING.  PREAWARD COSTS HAVE BEEN APPROVED BACK TO 7/1/19."
99T85801,OTHER,,YAVAPAI PRESCOTT INDIAN TRIBE,225680.0,2019-10-01,66.926,"THIS COOPERATIVE AGREEMENT PROVIDES FUNDING TO DEVELOP THE TRIBE'S ENVIRONMENTAL PROGRAM. ACTIVITIES INCLUDE DEVELOPING AN ENVIRONMENTAL RESOURCE MANAGEMENT PLAN, DEVELOPING ENVIRONMENTAL OUTREACH MATERIALS AND EVENTS, IMPROVING THE TRIBE'S EMERGENCY RESPONSE PLAN AND DEVELOPING AN EROSION CONTROL PLAN.  THIS AGREEMENT PROVIDES FULL FEDERAL FUNDING IN THE AMOUNT OF $62,005 FOR 10/01/2019-09/30/2020.  SEE TERMS AND CONDITIONS."
99T85701,ENV,ENV_NOHEALTH,NAVAJO NATION TRIBAL GOVERNMENT,1110500.0,2019-10-01,66.805,"THIS AGREEMENT PROVIDES ASSISTANCE TO THE NAVAJO NATION TO IMPLEMENT ITS PROGRAM FOR LEAKING UNDERGROUND STORAGE TANKS (USTS) AND TO SUPPORT ACTIVITIES IN ADDRESSING LEAKING USTS AND ABANDONED SITES ACROSS THEIR LANDS. THESE ACTIONS HELP PREVENT RELEASES OF PETROLEUM AND OTHER HAZARDOUS SUBSTANCES INTO THE ENVIRONMENT.  THIS ASSISTANCE AGREEMENT PROVIDES PARTIAL FEDERAL FUNDING IN THE AMOUNT OF $350,000."
99T85601,OTHER,,CAHTO TRIBE OF THE LAYTONVILLE RANCHERIA,501859.0,2019-10-01,66.926,"THIS COOPERATIVE AGREEMENT PROVIDES FUNDING TO DEVELOP THE CAHTO TRIBE OF LAYTONVILLE RANCHERIA'S ENVIRONMENTAL PROGRAM. ACTIVITIES INCLUDE MANAGING THE ENVIRONMENTAL OFFICE, FINALIZING A SOLID WASTE ORDINANCE, DEVELOPING AN AIR PROGRAM, CONSULTING WITH STATE AND FEDERAL AGENCIES, DRAFTING AN EMERGENCY RESPONSE PLAN, COORDINATING WITH VARIOUS ENTITIES ON ENVIRONMENTAL ISSUES, AND ATTENDING TRAINING TO DEVELOP ENVIRONMENTAL PROGRAM CAPACITY.   THE AGREEMENT PROVIDES FULL FEDERAL FUNDING IN THE AMOUNT OF $144,823."
99T85501,OTHER,,"PUBLIC HEALTH, CALIFORNIA DEPARTMENT OF",124458.0,2020-03-01,66.204,"THIS AGREEMENT CONTAINS ACTIVITIES THAT COMPLEMENT EXISTING ENVIRONMENTAL PROGRAM GRANTS. SPECIFICALLY, THE RECIPIENT WILL USE THIS MULTIPURPOSE FUNDING TO PROVIDE RADON RISK REDUCTION THROUGH ACTIVITIES THAT WILL RESULT IN INCREASED RADON TESTING, MITIGATION AND RADON RESISTANT NEW CONSTRUCTION. THE RECIPIENT WILL IMPLEMENT A PROJECT THAT FOCUSES ON PUBLIC INFORMATION, OUTREACH, EDUCATION IN ORDER TO ACHIEVE RADON REDUCTIONS IN BUILDINGS IN CALIFORNIA, PROTECTING PUBLIC HEALTH.  THIS ASSISTANCE AGREEMENT PROVIDES FULL FEDERAL FUNDING IN THE AMOUNT OF $63,930.   PRE-AWARD COSTS HAVE BEEN APPROVED BACK TO MARCH 1, 2020."
99T85401,ENV,ENV_NOHEALTH,FORT MCDERMITT PAIUTE AND SHOSHONE TRIBE,653997.0,2019-10-01,66.926,"THIS COOPERATIVE AGREEMENT PROVIDES FUNDING TO DEVELOP FORT MCDERMITT PAIUTE-SHOSHONE TRIBE'S ENVIRONMENTAL PROGRAM. ACTIVITIES INCLUDE DEVELOPING A SOLID WASTE PROGRAM; DEVELOPING A TRIBAL COMMUNITY HOUSEHOLD HAZARDOUS WASTE PROGRAM; CONDUCTING COMMUNITY ENVIRONMENTAL EDUCATION; AND ATTENDING TRIBAL, LOCAL, STATE AND FEDERAL MEETING.  THIS AGREEMENT PROVIDES FULL FEDERAL FUNDING IN THE AMOUNT OF $145,975."
99T85201,OTHER,,HABEMATOLEL POMO OF UPPER LAKE,524204.0,2019-10-01,66.926,"THIS COOPERATIVE AGREEMENT PROVIDES FUNDING TO DEVELOP THE TRIBE'S ENVIRONMENTAL PROGRAM. ACTIVITIES INCLUDE TRAINING STAFF, ATTENDING THE REGIONAL TRIBAL OPERATIONS COMMITTEE, ATTENDING THE TRIBAL/EPA ANNUAL CONFERENCE, ESTABLISHING A TRIBAL INTEGRATED SOLID WASTE MANAGEMENT PROGRAM, CONDUCTING COMMUNITY OUTREACH, DEVELOPING A GEOGRAPHIC INFORMATION SYSTEM PROGRAM, AND DEVELOPING A WATER PROGRAM.  THIS ASSISTANCE AGREEMENT PROVIDES FULL FEDERAL FUNDING IN THE AMOUNT OF $172,348."
99T85101,OTHER,,CAMPO BAND OF MISSIONS INDIANS,996085.0,2019-10-01,66.926,"THIS COOPERATIVE AGREEMENT PROVIDES FUNDING TO DEVELOP THE TRIBE'S ENVIRONMENTAL PROGRAM. ACTIVITIES INCLUDE MANAGING THE ENVIRONMENTAL PROGRAM; PARTICIPATING IN CAPACITY BUILDING TRAINING AND CONFERENCES; CONDUCTING EDUCATION AND OUTREACH ON ENVIRONMENTAL TOPICS; UPDATING THE TRIBE'S INTEGRATED SOLID WASTE MANAGEMENT PLAN; BUILDING CAPACITY ON TRIBAL DRINKING AND WASTE WATER SYSTEMS; AND FURTHER DEVELOPING THE TRIBE'S DATA MANAGEMENT SYSTEM.  THIS ASSISTANCE AGREEMENT PROVIDES FEDERAL FUNDING IN THE AMOUNT OF $211,154."
99T85001,OTHER,,YOCHA DEHE WINTUN NATION,289145.0,2019-10-01,66.926,"THIS COOPERATIVE AGREEMENT PROVIDES FUNDING TO DEVELOP THE YOCHA DEHE WINTUN NATION'S ENVIRONMENTAL PROGRAM. ACTIVITIES INCLUDE MANAGING THE ENVIRONMENTAL OFFICE, DEVELOPING AN ADAPTATION PLAN, IMPLEMENTING A RECYCLING PROGRAM, COORDINATING WITH TRIBAL DEPARTMENTS ON ZERO WASTE/POLLUTION PREVENTION WORK, CONSULTING WITH STATE AND FEDERAL AGENCIES, CONDUCTING EDUCATIONAL AND OUTREACH ACTIVITIES, AND ATTENDING TRAINING TO DEVELOP ENVIRONMENTAL PROGRAM CAPACITY.   THIS ASSISTANCE AGREEMENT PROVIDES FULL FEDERAL FUNDING IN THE AMOUNT OF $76,500."
99T84901,OTHER,,"FORT INDEPENDENCE INDIAN COMMUNITY OF PAIUTE INDIANS OF THE FORT INDEPENDENCE RESERVATION, CALIFORNIA",629068.0,2019-10-01,66.926,"THIS COOPERATIVE AGREEMENT PROVIDES FUNDING TO DEVELOP THE TRIBE'S ENVIRONMENTAL PROGRAM. ACTIVITIES INCLUDE UPDATING THE INTEGRATED SOLID WASTE MANAGEMENT PLAN, DEVELOPING NEW OUTREACH MATERIALS TO PRESENT TO THE TRIBAL COMMUNITY, DEVELOPING A TRAINING PLAN THAT REFLECTS THE CAPACITY BUILDING PRIORITIES FOR THE ENVIRONMENTAL PROGRAM, AND ATTENDING MEETINGS AND TRAINING IN ORDER TO DEVELOP CAPACITY IN THEIR ENVIRONMENTAL PROGRAMS.  THIS ASSISTANCE AGREEMENT PROVIDES FEDERAL FUNDING IN THE AMOUNT OF $120,000."
99T84801,ENV,ENV_NOHEALTH,BIG VALLEY BAND OF POMO INDIANS,552466.0,2019-10-01,66.926,"THIS COOPERATIVE AGREEMENT PROVIDES FUNDING TO DEVELOP THE TRIBE'S ENVIRONMENTAL PROGRAM. ACTIVITIES INCLUDE TRAINING STAFF, ATTENDING REGIONAL OPERATIONS TRIBAL COMMITTEE MEETINGS AND THE TRIBAL/EPA ANNUAL CONFERENCE, CONDUCTING COMMUNITY OUTREACH, DEVELOPING A CHEMICAL SAFETY PROGRAM, DEVELOPING AN AIR QUALITY PROGRAM, AND STRENGTHENING THE CAPACITY OF TRIBAL INTEGRATED SOLID WASTE MANAGEMENT PROGRAM.  THIS AWARD PROVIDES FULL FEDERAL FUNDING IN THE AMOUNT OF $156,301 FOR THE PERIOD OF 10/1/19-9/30/20."
99T84701,OTHER,,CHICKEN RANCH RANCHERIA,357241.0,2019-10-01,66.926,"THIS COOPERATIVE AGREEMENT PROVIDES FUNDING TO DEVELOP THE TRIBE'S ENVIRONMENTAL PROGRAM. ACTIVITIES INCLUDE COMPLETING A EPA-TRIBAL ENVIRONMENTAL PLAN, DEVELOPING A CLEAN WATER PROGRAM, CONDUCTING A BASELINE ASSESSMENT, DEVELOPING ADMINISTRATIVE AND FISCAL PROGRAM CAPACITY AND ATTENDING MEETINGS AND TRAINING IN ORDER TO DEVELOP CAPACITY IN THEIR ENVIRONMENTAL PROGRAMS.  THIS AGREEMENT PROVIDES FULL FEDERAL FUNDING IN THE AMOUNT OF $75,000.  SEE TERMS AND CONDITIONS."
99T84601,ENV,ENV_NOHEALTH,TUOLUMNE BAND OF ME-WUK INDIANS OF THE TUOLUMNE RANCHERIA OF CALIFORNIA,457075.0,2019-10-01,66.926,"THE PURPOSE OF THIS GRANT IS TO SUPPORT THE TRIBE'S ENVIRONMENTAL PROGRAM. ACTIVITIES INCLUDE DEVELOPING GIS MAPS OF FACILITIES WITH HAZARDOUS MATERIALS, CONDUCTING OUTREACH ACTIVITIES ON AIR QUALITY, WATER ISSUES AND RECYCLING, ORGANIZING AN EARTH DAY EVENT, CONDUCTING A YOUTH EDUCATION EVENT ON SUSTAINABLITY, DEVELOPING A TRANSFER STATION FEASIBILITY STUDY AND ATTENDING MEETINGS AND TRAINING IN ORDER TO DEVELOP CAPACITY IN THEIR ENVIRONMENTAL PROGRAMS.  THIS AGREEMENT PROVIDES FEDERAL FUNDING IN THE AMOUNT OF $96,464."
99T84401,OTHER,,CORTINA INDIAN RANCHERIA,466125.0,2019-10-01,66.926,"THIS COOPERATIVE AGREEMENT PROVIDES FUNDING TO DEVELOP THE CORTINA BAND OF WINTUN INDIANS ENVIRONMENTAL PROGRAM. ACTIVITIES INCLUDE TRAINING STAFF, CONDUCTING A WASTE COLLECTION EVENT IN THE COMMUNITY, CONDUCTING COMMUNITY OUTREACH, EVALUATING ADEQUACY OF ENVIRONMENTAL CODES, COORDINATING WITH VARIOUS ENTITIES ON ENVIRONMENTAL ISSUES, AND OVERALL ADMINISTRATION OF THE TRIBE'S ENVIRONMENTAL PROTECTION PROGRAM.  THIS AGREEMENT PROVIDES FULL FEDERAL FUNDING IN THE AMOUNT OF $143,403.  SEE TERMS AND CONDITIONS."
99T84301,OTHER,,SUMMIT LAKE PAIUTE TRIBE,164863.0,2019-10-01,66.926,"THIS COOPERATIVE AGREEMENT PROVIDES FUNDING TO DEVELOP THE TRIBE'S ENVIRONMENTAL PROGRAM. ACTIVITIES INCLUDE DEVELOPING A TRIBAL ENVIRONMENTAL PLAN, UPDATING THE INTEGRATED SOLID WASTE MANAGEMENT PLAN, DEVELOPING OUTREACH CURRICULUM TO ENSURE ENVIRONMENTAL STAFF CAN SHARE IMPORTANT EVENTS AND INFORMATION WITH THE TRIBAL COMMUNITY, DEVELOPING A TRAINING PLAN THAT REFLECTS THE CAPACITY BUILDING PRIORITIES FOR THE ENVIRONMAL PROGRAM, AND ATTENDING MEETINGS AND TRAINING IN ORDER TO DEVELOP CAPACITY IN THEIR ENVIRONMENTAL PROGRAMS.  THIS AGREEMENT PROVIDES FULL FEDERAL FUNDING IN THE AMOUNT OF $75,000.  SEE TERMS AND CONDITIONS."
99T84201,OTHER,,BISHOP INDIAN TRIBAL COUNCIL,781336.0,2019-10-01,66.926,"FUNDS PROVIDED ARE TO DEVELOP THE TRIBE'S ENVIRONMENTAL PROGRAM. ACTIVITIES INCLUDE UPDATING THE INTEGRATED SOLID WASTE MANAGEMENT PLAN, DEVELOPING NEW OUTREACH MATERIALS TO PRESENT TO THE TRIBAL COMMUNITY, DEVELOPING A TRAINING PLAN THAT REFLECTS THE CAPACITY BUILDING PRIORITIES FOR THE ENVIRONMENTAL PROGRAM, ATTENDING MEETINGS AND TRAINING IN ORDER TO DEVELOP CAPACITY IN THEIR ENVIRONMENTAL PROGRAMS.  THIS GRANT AGREEMENT PROVIDES FEDERAL FUNDING IN THE AMOUNT OF $171,616."
99T84101,OTHER,,NORTHFORK RANCHERIA OF MONO INDIANS OF CALIFORNIA,326322.0,2019-10-01,66.926,"THIS AGREEMENT PROVIDES FUNDING TO DEVELOP THE TRIBE'S ENVIRONMENTAL PROGRAM. ACTIVITIES INCLUDE CONDUCTING A WASTE STREAM ASSESSMENT, DISCUSSING RECYCLING STRATEGIES WITH STAKEHOLDERS, ATTENDING EMERGENCY PLANNING AND COMMUNITY RIGHT-TO-KNOW ACT (EPCRA) TRAINING, ORGANIZING AN EARTH DAY EVENT, DEVELOPING NEW OUTREACH MATERIALS, MEETING WITH REGIONAL AND STATE WATER AGENCIES AND ATTENDING THE REGIONAL TRIBAL OPERATIONS COMMITTEE (RTOC) MEETINGS.   THIS AWARD PROVIDES FEDERAL FUNDING IN THE AMOUNT OF $111,813."
99T84001,OTHER,,SANTA YNEZ BAND OF MISSION INDIANS,933719.0,2019-10-01,66.926,"THIS COOPERATIVE AGREEMENT PROVIDES FUNDING TO DEVELOP THE TRIBE'S ENVIRONMENTAL PROGRAM. ACTIVITIES INCLUDE TRAINING STAFF, ATTENDING REGIONAL OPERATIONS TRIBAL COMMITTEE MEETINGS AND THE TRIBAL/ ENVIRONMENTAL PROTECTION AGENCY ANNUAL CONFERENCE, CONDUCTING COMMUNITY OUTREACH, COORDINATING WITH VARIOUS ENTITIES ON ENVIRONMENTAL ISSUES, COORDINATING ENVIRONMENTAL CODES AND ORDINANCES, DEVELOPING PLANS FOR A TRIBAL AIR PROGRAM, AND ESTABLISHING A TRIBAL INTEGRATED SOLID WASTE MANAGEMENT PROGRAM.   THIS ASSISTANCE AGREEMENT PROVIDES FULL FEDERAL FUNDING IN THE AMOUNT OF $233,615."
99T83901,OTHER,,HAWAII DEPARTMENT OF HEALTH,199808.0,2019-10-01,66.204,"THIS AGREEMENT CONTAINS ACTIVITIES THAT COMPLEMENT EXISTING ENVIRONMENTAL PROGRAM GRANTS. SPECIFICALLY, THE RECIPIENT WILL USE THIS MULTIPURPOSE FUNDING TO OVERSEE THE RED HILL UNDERGROUND STORAGE TANK (UST) FACILITY IMPROVEMENTS AND TO DEVELOP AN INSPECTION MANUAL FOR FIELD CONSTRUCTED TANKS AND AIRPORT HYDRANT SYSTEMS.  THIS ASSISTANCE AGREEMENT PROVIDES FULL FEDERAL FUNDING IN THE AMOUNT OF $114,404.  PREAWARD COSTS HAVE BEEN APPROVED BACK TO OCTOBER 1, 2019."
99T83301,ENV,ENV_HEALTH,SAN CARLOS APACHE TRIBAL COUNCIL,368120.0,2018-10-01,66.817,"THIS PROJECT PROVIDES FUNDING FOR SAN CARLOS APACHE TRIBE'S RESPONSE PROGRAM THAT INCLUDES TIMELY SURVEY AND INVENTORY OF BROWNFIELD SITES, WHICH ARE PROPERTIES WHOSE EXPANSION, REDEVELOPMENT OR REUSE MAY BE COMPLICATED BY THE PRESENCE OF HAZARDOUS SUBSTANCES. IT ALSO INCLUDES OVERSIGHT AND ENFORCEMENT AUTHORITIES TO ENSURE THAT RESPONSE ACTIONS PROTECT HUMAN HEALTH AND THE ENVIRONMENT; RESOURCES TO PROVIDE MEANINGFUL PUBLIC INVOLVEMENT; MECHANISMS FOR APPROVAL OF CLEANUP PLANS, AND VERIFICATION OF COMPLETE RESPONSES.  THE OBJECTIVE OF THIS PROJECT IS TO ASSIST IN REMEDIATING AND REDEVELOPING BROWNFIELDS SITES THROUGHOUT THE TRIBE.  THIS ASSISTANCE AGREEMENT PROVIDES FULL FEDERAL FUNDING IN THE AMOUNT OF $48,000."
99T83101,OTHER,,FORT MOJAVE TRIBAL COUNCIL,523129.0,2018-10-01,66.460,"THE FUNDS SUPPORT THE FURTHER DEVELOPMENT AND ADMINISTRATION OF THE FORT MOJAVE INDIAN TRIBE'S NONPOINT SOURCE POLLUTION CONTROL PROGRAM.  MAJOR ACTIVITIES INCLUDE IMPLEMENTATION OF NONPOINT SOURCE COMPETITIVE PROJECT FOR THE REDUCTION OF SEDIMENT AND NUTRIENTS TO WATERBODIES.  $100,000 IN TRIBAL CLEAN WATER ACT SECTION 319 FUNDS COMPETED UNDER EPA-OW-OWOW-18-01 IS OBLIGATED AS PART OF THIS FUNDING ACTION.  PREAWARD COSTS ARE APPROVED BACK TO 10/1/2018."
99T82624,OTHER,,FALLON PAIUTE SHOSHONE TRIBE,960298.0,2023-10-01,66.605,"DESCRIPTION:THIS AGREEMENT PROVIDES FUNDING FOR THE OPERATION OF THE FALLON PAIUTE SHOSHONE TRIBE'S CONTINUING ENVIRONMENTAL PROGRAMS, WHILE GIVING IT GREATER FLEXIBILITY TO ADDRESS ITS HIGHEST ENVIRONMENTAL PRIORITIES, IMPROVE ENVIRONMENTAL PERFORMANCE, ACHIEVE ADMINISTRATIVE SAVINGS, AND STRENGTHEN THE PARTNERSHIP BETWEEN THE TRIBE AND EPA. 

THIS ASSISTANCE AGREEMENT PROVIDES FULL FEDERAL FUNDING IN THE AMOUNT OF $501,209. AND CONTAINS FORWARD FUNDING FOR 2 YEARS OF CWA 106 AND 319 FUNDS TO COVER ACTIVITIES IN FY2024 AND FY2025.ACTIVITIES:ACTIVITIES INCLUDE RECYCLING AND COMPOSTING PROGRAMS, AN EARTH DAY EVENT WITH A COMMUNITY CLEANUP EFFORT, EMERGENCY RESPONSE AND COMMUNITY RIGHT TO KNOW ACT AND HAZWOPER TRAINING, DRAFTING AN ANNUAL WATER QUALITY ASSESSMENT REPORT, AND CONDUCTING WATER QUALITY OUTREACH ACTIVITIES. SUBRECIPIENT:NO SUBAWARDS ARE INCLUDED IN THIS ASSISTANCE AGREEMENT.OUTCOMES: ANTICIPATED DELIVERABLES AND OUTCOMES INCLUDE COPIES OF WATER QUALITY OUTREACH MATERIALS THA"
99T82619,OTHER,,FALLON PAIUTE SHOSHONE TRIBE,1370555.0,2018-10-01,66.605,"THESE FUNDS SUPPORT DEVELOPMENT AND ADMINISTRATION OF THE FALLON PAIUTE-SHOSHONE TRIBE'S WATER POLLUTION CONTROL, NONPOINT SOURCE MANAGEMENT, AND GENERAL ASSISTANCE PROGRAMS. MAJOR ACTIVITIES INCLUDE: MONITORING WATERBODIES, ENTERING THE MONITORING RESULTS INTO A DATABASE TO ASSESS AND MANAGE WATER QUALITY OVER TIME, ERADICATING 100 ACRES OF TAMARISK FROM THE TRIBAL WETLANDS AND REINTRODUCING NATIVE VEGETATION, DEVELOPING AN INDOOR AIR PROGRAM, CONTINUING AN OIL COLLECTION PROGRAM, COMPLETING THE FIRST YEAR OF A CURBSIDE RECYCLING PILOT, AND PROVIDING OUTREACH TO THE TRIBAL COMMUNITY THROUGH EDUCATION."
99T82101,OTHER,,SHERWOOD VALLEY RANCHERIA,270500.0,2018-10-01,66.468,"THE TRIBE WILL BE UPGRADING AND EXPANDING THEIR SOLAR PANEL ARRAY AND UPGRADING THEIR GENERATOR TO PROVIDE MORE RELIABLE POWER TO ENSURE CONTINUOUS USE OF THEIR WELL AND DISINFECTION.  THIS WILL IMPROVE WATER QUANTITY AND QUALITY. THIS AWARD PROVIDES FEDERAL FUNDING IN THE AMOUNT OF $270,500."
99T82001,ENV,ENV_NOHEALTH,DEPARTMENT OF AIRPORTS OF THE CITY OF LOS ANGELES,611994.0,2018-10-01,66.039,"THE PURPOSE OF THIS COOPERATIVE AGREEMENT IS TO ASSIST LOS ANGELES WORLD AIRPORTS IN ITS EFFORTS TO REDUCE DIESEL EMISSIONS AND EXPOSURE AROUND LOS ANGELES INTERNATIONAL AIRPORT IN THE CITY OF LOS ANGELES, LOS ANGELES COUNTY, CALIFORNIA BY REPLACING 3 DIESEL POWERED BUSES WITH NEW ZERO EMISSION ELECTRIC-POWERED BUSES WHICH WILL REDUCE EMISSIONS OF DIESEL PARTICULATE MATTER AND OTHER POLLUTANTS SUCH AS NITROGEN OXIDES, CARBON MONOXIDE AND HYDROCARBONS.  THIS ASSISTANCE AGREEMENT PROVIDES FEDERAL FUNDING IN THE AMOUNT OF $674,865."
99T81701,ENV,ENV_NOHEALTH,SAN JOAQUIN VALLEY UNIFIED AIR POLLUTION CONTROL DISTRICT,2200000.0,2018-10-01,66.039,"THE PURPOSE OF THIS COOPERATIVE AGREEMENT IS TO PROVIDE FUNDING TO THE SAN JOAQUIN VALLEY UNIFIED AIR POLLUTION CONTROL DISTRICT IN ITS EFFORTS TO REDUCE EXPOSURE TO DIESEL EMISSIONS IN THE VALLEY. THE RECIPIENT WILL REPLACE 128 ON-ROAD HEAVY-DUTY TRUCKS WITH 2018 MODEL YEAR OR NEWER ENGINES TO REDUCE EMISSIONS OF DIESEL PARTICULATE MATTER AND OTHER POLLUTANTS SUCH AS SUCH NITROGEN OXIDES, CARBON MONOXIDE AND HYDROCARBONS AIR POLLUTANTS.  THIS ASSISTANCE AGREEMENT PROVIDES PARTIAL FEDERAL FUNDING IN THE AMOUNT OF $2,200,000."
99T81601,ENV,ENV_NOHEALTH,SAN JOAQUIN VALLEY UNIFIED AIR POLLUTION CONTROL DISTRICT,1578850.0,2018-10-01,66.039,"THE PURPOSE OF THIS COOPERATIVE AGREEMENT IS TO ASSIST THE SAN JOAQUIN VALLEY UNIFIED AIR POLLUTION CONTROL DISTRICT WITH ITS EFFORTS TO REDUCE EXPOSURE TO DIESEL EMISSIONS IN THE VALLEY AND THE REPLACEMENT OF OFF-ROAD DIESEL TRACTORS WITH CLEANER ENGINES THROUGHOUT THE SAN JOAQUIN VALLEY. THE REPLACEMENT OF THE EQUIPMENT WILL HAVE THE POTENTIAL TO REDUCE SIGNIFICANT EMISSIONS OF DIESEL PARTICULATE MATTER AND OTHER POLLUTANTS SUCH AS SUCH NITROGEN OXIDES, CARBON MONOXIDE AND HYDROCARBONS AIR POLLUTANTS.  THIS ASSISTANCE AGREEMENT PROVIDES PARTIAL FEDERAL FUNDING IN THE AMOUNT OF $1,578,850."
99T81524,ENV,ENV_NOHEALTH,THE BUENA VISTA RANCHERIA OF THE ME-WUK INDIANS,1587616.0,2023-10-01,66.605,"DESCRIPTION:THIS AGREEMENT PROVIDES FUNDING FOR THE OPERATION OF THE BUENA VISTA RANCHERIA OF ME-WUK INDIANS OF CALIFORNIA'S CONTINUING ENVIRONMENTAL PROGRAMS WHILE GIVING IT GREATER FLEXIBILITY TO ADDRESS ITS HIGHEST ENVIRONMENTAL PRIORITIES, IMPROVE ENVIRONMENTAL PERFORMANCE, ACHIEVE SAVINGS AND STRENGTHEN THE PARTNERSHIP BETWEEN BUENA VISTA RANCHERIA OF ME-WUK INDIANS OF CALIFORNIA AND EPA. THIS AGREEMENT FUNDS TRIBAL CONTINUING ENVIRONMENTAL PROGRAMS FOR WATER QUALITY AND POLLUTION PREVENTION. 

THIS ASSISTANCE AGREEMENT PROVIDES FULL FEDERAL FUNDING IN THE AMOUNT OF $449,063.ACTIVITIES:

CLEAN WATER ACT(CWA) ACTIVITIES TO BE PERFORMED INCLUDE WATER QUALITY MONITORING AND DATA MANAGEMENT, EDUCATION AND OUTREACH ACTIVITIES, IMPLEMENTING BMPS TO REDUCE NONPOINT SOURCE POLLUTION, AND CONDUCTING NONPOINT SOURCE POLLUTION ASSESSMENTS. GENERAL ASSISTANCE PROGRAM(GAP) ACTIVITIES INCLUDE DEVELOPING A TRIBAL AIR QUALITY PROGRAM, EXPANDING TRIBAL ENVIRONMENTAL CAPACITY THROUGH TRAININGS, DRA"
99T81519,OTHER,,THE BUENA VISTA RANCHERIA OF THE ME-WUK INDIANS,1525977.0,2018-10-01,66.605,"THESE FUNDS SUPPORT FURTHER DEVELOPMENT AND ADMINISTRATION OF THE TRIBE'S WATER POLLUTION CONTROL AND NONPOINT SOURCE CONTROL PROGRAMS. MAJOR ACTIVITIES INCLUDE: WATER QUALITY MONITORING AND ANNUAL REPORTING, FURTHER DEVELOPING THE QUALITY ASSURANCE PROJECT PLAN, SELECTING AND INSTALLING BEST MANAGEMENT PRACTICES FOR WATER POLLUTION CONTROL, INCREASING STAFF KNOWLEDGE OF METHODS TO PROTECT WATER QUALITY AND CONTROL NONPOINT SOURCE POLLUTION, AND INFORMING THE TRIBAL COMMUNITY OF WHY AND HOW TO PROTECT WATER QUALITY.  THIS AGREEMENT PROVIDES FULL FEDERAL FUNDING IN THE AMOUNT OF $95,000."
99T81001,ENV,ENV_HEALTH,SALT RIVER PIMA-MARICOPA INDIAN COMMUNITY,725000.0,2018-10-01,66.817,"THIS PROJECT PROVIDES FUNDING FOR THE TRIBE'S RESPONSE PROGRAM THAT INCLUDES TIMELY SURVEY AND INVENTORY OF BROWNFIELD SITES, WHICH ARE PROPERTIES WHOSE EXPANSION, REDEVELOPMENT OR REUSE MAY BE COMPLICATED BY THE PRESENCE OF HAZARDOUS SUBSTANCES. IT ALSO INCLUDES OVERSIGHT AND ENFORCEMENT AUTHORITIES TO ENSURE THAT RESPONSE ACTIONS PROTECT HUMAN HEALTH AND THE ENVIRONMENT; RESOURCES TO PROVIDE MEANINGFUL PUBLIC INVOLVEMENT; MECHANISMS FOR APPROVAL OF CLEANUP PLANS, AND VERIFICATION OF COMPLETE RESPONSES.  THE OBJECTIVE OF THIS PROJECT IS TO ASSIST IN REMEDIATING AND REDEVELOPING BROWNFIELDS SITES THROUGHOUT THE COMMUNITY.  THIS AGREEMENT PROVIDES FULL FEDERAL FUNDING IN THE AMOUNT OF $175,000."
99T79401,OTHER,,DUCKWATER SHOSHONE TRIBE,150000.0,2018-10-01,66.460,"THIS AGREEMENT PROVIDES SUPPORT DUCKWATER TRIBE TO IMPLEMENT ITS NONPOINT SOURCE ANAGEMENT PROGRAM, FOCUSING ON WATERBODIES WITH WATER QUALITY IMPAIRMENTS CAUSED BY POLLUTED RUN-OFF FROM NONPOINT SOURCES. NONPOINT SOURCE IMPLEMENTATION PROJECTS INCLUDE A VARIETY OF STRUCTURAL AND NON-STRUCTURAL BEST MANAGEMENT PRACTICES (BMPS), TRAINING, AND EDUCATION/OUTREACH PROGRAMS.  THIS AGREEMENT PROVIDES FULL FEDERAL FUNDING IN THE AMOUNT OF $30,000.  SEE TERMS AND CONDITIONS."
